,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
175,It's a double denim kind of day. #HMMan  ,False,104,,2020-01-28 07:59:51,False,,1222066744099004417,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.0,0.0,0.0,1.0
176,This spring: pair your neutrals with bold pink and sporty details! #HM  ,False,140,,2020-01-27 11:00:01,False,,1221749699146895360,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,0.4389,0.208,0.0,0.792
177,Panda bears love to snuggle too. #HMKids  ,False,121,,2020-01-26 11:59:54,False,,1221402378970312704,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.6369,0.412,0.0,0.588
178,It's an 80's kind of day! #HM  ,False,195,,2020-01-25 11:59:34,False,,1221039908363677698,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,20,False,False,,,0.0,0.0,0.0,1.0
179,Geared up for new adventures. #HMKids .  ,False,109,,2020-01-24 15:59:53,False,,1220737997143969794,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.34,0.286,0.0,0.714
180,Which accessories would you never leave your house without? #HMMan  ,False,138,,2020-01-24 07:59:56,False,,1220617213406851072,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,6,False,False,,,0.0382,0.113,0.0,0.887
181,Helena Christensen x H&amp;M! Join H&amp;M Magazine behind the scenes and have a first glimpse of the new capsule collectio ,False,92,,2020-01-23 15:59:40,True,,1220375554576220167,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,9,False,False,,,0.3595,0.116,0.0,0.884
182,"Vintage neon prints, delicate lace and light colours: A collection so soft, youll spread the word about it. #HM ",False,131,,2020-01-23 07:59:56,True,,1220254826656882689,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,9,False,False,,,0.0516,0.062,0.0,0.938
183,Beige but bold! #HM  ,False,116,,2020-01-22 15:59:39,False,,1220013164986818560,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.5707,0.552,0.0,0.448
184,Follow your wanderlust into the whimsical world of Sabyasachi:  #SabyasachixHM #HMMagazine ,False,117,,2020-01-22 10:59:52,False,,1219937719712874497,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,25,False,False,,,0.0772,0.115,0.0,0.885
185,"Do yoga, run, swim, dunk or climb. Whatever you prefer  our soft and stylish activewear is up for the challenge! ",False,95,,2020-01-22 08:00:03,True,,1219892468356919296,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.1511,0.074,0.0,0.926
186,For that perfect retro vibe. #HM . ,False,112,,2020-01-21 13:59:54,False,,1219620638094241793,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.5719,0.381,0.0,0.619
187,A new casual spring suit? Check. #HMMan   ,False,106,,2020-01-20 15:59:55,False,,1219288452665135104,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.2023,0.231,0.0,0.769
188,Layer up in this season's key piece: the overshirt. #HM     tw ,False,117,,2020-01-20 07:59:41,False,,1219167597788385280,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.0,0.0,0.0,1.0
189,Basics with a twist. #HMMan  ,False,249,,2020-01-19 10:59:40,False,,1218850505264455680,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,36,False,False,,,0.0,0.0,0.0,1.0
190,"Soft, organic cotton and cute prints make perfect little outfits. #HMKids  ",False,98,,2020-01-18 11:59:32,False,,1218503182323789825,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,1,False,False,,,0.7717,0.427,0.0,0.573
191,The tailored jogger: Soon the hardest working piece in your wardrobe. You know where to get it! ,False,74,,2020-01-17 15:59:41,True,,1218201230171951105,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.0,0.0,0.0,1.0
192,Picture-perfect skin every day of the new year! Read the full makeup base tutorial on:  ,False,76,,2020-01-17 08:00:04,True,,1218080530736058369,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,5,False,False,,,0.0,0.0,0.0,1.0
193,"Whatever mode youre in, the tailored jogger is there to serve. Check out all the new styles. ",False,69,,2020-01-16 15:59:46,True,,1217838864687140866,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.0,0.0,0.0,1.0
194,Want to look sharp and on-trend while staying comfortable? Meet our tailored joggers!  ,False,103,,2020-01-16 07:59:50,True,,1217718087933251584,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.5983,0.308,0.0,0.692
195,Casual yet sophisticated. #HM  ,False,171,,2020-01-15 15:59:52,False,,1217476500594798592,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.6597,0.73,0.0,0.27
196,The windbreaker  a must-have in your spring closet. #HMMan  ,False,115,,2020-01-15 08:00:01,False,,1217355744061874177,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.0,0.0,0.0,1.0
197,What every makeup bag needs  a perfect base. #HMBeauty  ,False,102,,2020-01-14 16:59:39,False,,1217129161543897095,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.5719,0.291,0.0,0.709
198,A dinosaurs' favourite colour must be green? #HMKids  ,False,66,,2020-01-14 07:59:48,False,,1216993300181397510,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.0,0.0,0.0,1.0
199,Ingredients for a fun spring? Your BFF and some bright colours! #HM  ,False,156,,2020-01-13 16:59:34,False,,1216766752350253057,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,0.9027,0.553,0.0,0.447
200,Keep your knit fresh and your tech where you can find it. #HM  ,False,112,,2020-01-13 07:59:49,False,,1216630919530000385,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.3182,0.161,0.0,0.839
201,"A little bit of sunshine, anyone? #HMKids  ",False,179,,2020-01-12 10:59:57,False,,1216313861378396160,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.4472,0.329,0.0,0.671
202,Were loving this combo of denim and a sunshine sweater made partly from recycled polyester. #HM #HMConscious ,False,132,,2020-01-12 07:59:31,True,,1216268454505959425,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,18,False,False,,,0.7964,0.321,0.0,0.679
203,"Its cold outside, give yourself some extra care. #HM  ",False,95,,2020-01-11 10:59:54,False,,1215951462553047040,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,10,False,False,,,0.4939,0.286,0.0,0.714
204,Current obsession: the mix of florals and edgy details. #HM  ,False,102,,2020-01-10 11:00:05,False,,1215589121789452288,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,-0.34,0.0,0.211,0.789
205,Dance yourself into a new mood. New activewear inspired by dance and yoga classes  all made with more sustainable ,False,111,,2020-01-09 07:59:52,True,,1215181377949372420,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.4939,0.144,0.0,0.856
206,Love at first sight! #HM  ,False,177,,2020-01-08 15:59:50,False,,1214939779185418243,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,21,False,False,,,0.6696,0.529,0.0,0.471
207,"Never say no to a challenge, right? #HM #HMSport  ",False,98,,2020-01-08 07:59:34,False,,1214818917450956800,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.2933,0.313,0.0,0.687
208,"Time for bath, bubbles, and fun! #HMKids  ",False,118,,2020-01-07 15:59:53,False,,1214577402409627649,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.5562,0.374,0.0,0.626
209,Whos ready for a relaxed and comfy weekend? #HMMan  ,False,120,,2020-01-07 07:59:34,False,,1214456529958649856,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.6908,0.449,0.0,0.551
210,"Yes, we do have the perfect shade for you. Discover all 26 hues of the All-Day Liquid Foundation today! #HMBeauty ",False,100,,2020-01-06 15:59:38,True,,1214214951797239808,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.7712,0.271,0.0,0.729
211,"Any beauty look begins with the perfect base, and we know the tricks to nail it. #HMMagazine #HMBeauty ",False,91,,2020-01-06 08:00:04,True,,1214094265820811264,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.7906,0.312,0.062,0.625
212,Escaping winter or just daydreaming? #HM  ,False,114,,2020-01-05 15:00:02,False,,1213837565947785218,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.0516,0.194,0.0,0.806
213,"New year, new nails <U+0001F485> Upgrade your nail care routine with brand new polishes and products. #HMBeauty ",False,96,,2020-01-05 07:59:43,True,,1213731791825260544,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.4939,0.167,0.0,0.833
214,Theres always something to celebrate with a new party look! #HM  ,False,131,,2020-01-04 11:59:35,False,,1213429766109515776,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,21,False,False,,,0.7712,0.426,0.0,0.574
215,All we see is candy stripes and we love it. #HMKids  ,False,233,,2020-01-03 14:59:46,False,,1213112725653590016,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,30,False,False,,,0.6369,0.296,0.0,0.704
216,"One is shimmering, one is matte, one is sparkling. What will be your favourite eye shadow look this year? ",False,97,,2020-01-03 07:59:56,True,,1213007069525229569,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.296,0.109,0.0,0.891
217,Feeling fresh like the Billie Eilish merch collection? #HM  ,False,636,,2020-01-02 13:59:30,False,,1212735170882756608,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,95,False,False,,,0.6486,0.512,0.0,0.488
218,"New year, new gear! #HMMan  ",False,136,,2020-01-02 07:59:48,False,,1212644646737924103,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,32,False,False,,,0.0,0.0,0.0,1.0
219,Key pieces to love forever. #HM  ,False,184,,2020-01-01 12:00:01,False,,1212342710826405889,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,24,False,False,,,0.6369,0.457,0.0,0.543
220,Layers and corduroy  ultimate style points! #HMMan  ,False,127,,2019-12-31 12:00:01,False,,1211980322709086209,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,0.0,0.0,0.0,1.0
221,"Cute and cool like Minnie Mouse? Well, of course! #HMKids  ",False,140,,2019-12-30 07:59:57,False,,1211557520180961281,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,23,False,False,,,0.8478,0.629,0.0,0.371
222,"Pamper your face, eyes, lips, hands and feet with our new sheet masks! #HMBeauty  ",False,87,,2019-12-29 14:59:31,False,,1211300719669719041,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.0,0.0,0.0,1.0
223,Lets stay in all day in comfy and cute PJs. #HM  ,False,173,,2019-12-29 10:59:40,False,,1211240359105355777,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,18,False,False,,,0.4588,0.231,0.0,0.769
224,Whats a New Years look without accessories? NOTHING! #HM #MomentsInBetween  ,False,107,,2019-12-29 06:59:50,False,,1211180004853387265,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,0.0,0.0,0.0,1.0
225,Introducing: A sports-influenced collection of streetwise garments made from high-performing materials. #HMMan ,False,102,,2019-12-28 11:00:02,True,,1210878066458791936,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.0,0.0,0.0,1.0
226,"Comfy, soft and super cute for the little ones. #HMKids  ",False,90,,2019-12-28 06:59:46,False,,1210817602378813440,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,10,False,False,,,0.7845,0.463,0.0,0.537
227,Lightsaber skills not included. <U+0001F4AB> #HMMan #StarWars  ,False,120,,2019-12-27 14:59:48,False,,1210576015262703622,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,21,False,False,,,0.0,0.0,0.0,1.0
228,"Soft teddy styled with sharp details in black pleather, great combo right? #HM  ",False,109,,2019-12-27 06:59:57,False,,1210455259203719168,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.6249,0.255,0.0,0.745
229,Today's mood: Comfy and cool. #HMKids  ,False,101,,2019-12-26 06:59:32,False,,1210092766761541632,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.3182,0.315,0.0,0.685
230,Pair the little black dress with rhinestones and youre good to go! #HM  ,False,140,,2019-12-25 14:59:51,False,,1209851252391194629,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.4926,0.21,0.0,0.79
231,Going somewhere? Get there in style. #HMMan  ,False,135,,2019-12-24 14:59:36,False,,1209488802273775617,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.0,0.0,0.0,1.0
232,The perfect investment piece? A timeless coat. #HM  ,False,119,,2019-12-23 14:59:54,False,,1209126490635411456,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.5719,0.346,0.0,0.654
233,Go for classic cuts and timeless pieces. #HMMan  ,False,108,,2019-12-23 06:59:44,False,,1209005652980486144,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,-0.296,0.0,0.239,0.761
234,"Play with colours or be square! <U+0001F601> #HMMan
 ",False,357,,2019-12-22 11:59:56,False,,1208718811475693569,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,42,False,False,,,0.4003,0.278,0.0,0.722
235,"Were all about dark green this winter, arent you? #HMMan  ",False,132,,2019-12-21 11:59:43,False,,1208356368404680705,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,10,False,False,,,0.0,0.0,0.0,1.0
236,This seasons all about cosy moments. <U+0001F49E> #HMKids  ,False,95,,2019-12-20 16:59:41,False,,1208069469899243520,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.0,0.0,0.0,1.0
237,Holiday gifting made easy <U+0001F381> #HMBeauty  ,False,107,,2019-12-20 11:59:31,False,,1207993930077396994,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.6808,0.583,0.0,0.417
238,Searching for the ultimate party outfit? Look no further! <U+2728> #HM  ,False,113,,2019-12-20 07:59:39,False,,1207933566480461824,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.2003,0.211,0.155,0.634
239,Mix textures in shades of cool. <U+0001F5A4> #HM   ,False,100,,2019-12-19 15:59:34,False,,1207691954064101376,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,19,False,False,,,0.3182,0.247,0.0,0.753
240,Glitterally ready for New Years Eve <U+0001F389> Find more party beauty inspiration on  #HMMagazine ,False,95,,2019-12-19 07:59:51,True,,1207571229797945344,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.9222,0.57,0.0,0.43
241,Let your sweater set the tone this holiday. Whether youre feeling merry or not. Dazzling or discrete  theres a h ,False,91,,2019-12-18 19:29:57,True,,1207382509585088515,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,9,False,False,,,0.7978,0.311,0.0,0.689
242,Which shades are hiding in your winter palette? Find your seasonal details at #HM.  ,False,72,,2019-12-18 06:59:38,False,,1207193687576334337,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,6,False,False,,,-0.296,0.0,0.145,0.855
243,Go for layers of minty green and lavender purple for that frosty winter look! #HM  ,False,124,,2019-12-17 16:29:35,False,,1206974731313963009,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.0,0.0,0.0,1.0
244,Whos ready for the dance floor? Just add some glitter and tulle! <U+0001F3B6> #HMKids  ,False,84,,2019-12-16 16:59:33,False,,1206619885775839238,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,8,False,False,,,0.4199,0.177,0.0,0.823
245,Is your little one invited to a big party? Everything he needs to look smashing  all in one place! #HMKids ,False,105,,2019-12-15 15:59:41,True,,1206242434218369025,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.4574,0.13,0.0,0.87
246,Relaxed. Stylish. Sporty. What more could you wish for? #HMMan  ,False,107,,2019-12-15 07:59:36,False,,1206121617321005056,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.7322,0.435,0.0,0.565
247,Weve cracked the kids dress code: Mix sparkly sequins with novelty jumpers and traditional tartan  and a little ,False,114,,2019-12-14 16:00:02,True,,1205880133963395072,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.0,0.0,0.0,1.0
248,How to layer up this season: start with a soft turtleneck. #HMMan  ,False,147,,2019-12-14 08:00:01,False,,1205759334526988293,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.0,0.0,0.0,1.0
249,These looks will have you glitterally ready for all the parties of the season! #HMMagazine #HMBeauty ,False,88,,2019-12-13 16:00:14,True,,1205517793694756864,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.6696,0.282,0.0,0.718
250,If the invitation says black tie: reach for a sharply tailored tuxedo. But dare to break a few style rules! #HMMan ,False,73,,2019-12-13 08:00:02,True,,1205396947294703616,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.088,0.063,0.0,0.937
251,Is yellow the cutest colour ever? At least our kidswear is. #HMKids  ,False,93,,2019-12-12 15:59:38,False,,1205155255232737280,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.5859,0.257,0.0,0.743
252,Checks or florals  what will be your go-to look for the dinner parties ahead? #HM #MomentsInBetween ,False,95,,2019-12-12 07:59:46,True,,1205034493943435270,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,17,False,False,,,0.4019,0.144,0.0,0.856
253,We all have that one favourite bag that follows us through our day. That carries our essentials with style from wor ,False,113,,2019-12-11 10:59:50,True,,1204717420461641728,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,24,False,False,,,0.0,0.0,0.0,1.0
254,"We changed from dashing to ""dazzling through the snow"". <U+0001F3B6> #HM  ",False,92,,2019-12-11 07:59:59,False,,1204672158867378176,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.0,0.0,0.0,1.0
255,"We are so ready for before, during and after ski. #HM  ",False,86,,2019-12-10 16:59:40,False,,1204445587799711745,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,13,False,False,,,0.5009,0.245,0.0,0.755
256,The soft and feminine loungewear we can't wait to slip into. #HM  ,False,110,,2019-12-10 16:00:01,False,,1204430576876429312,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,9,False,False,,,0.0,0.0,0.0,1.0
257,Because we LOVE knits! #HM #HMConscious  ,False,173,,2019-12-10 08:00:03,False,,1204309787678257152,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,18,False,False,,,0.7371,0.511,0.0,0.489
258,Best thing about the holidays? More family time! (And new festive fashion.) #HMKids #MomentsInBetween ,False,74,,2019-12-09 16:59:57,True,,1204083272969527299,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.8777,0.478,0.0,0.522
259,Prepare for all the holiday occasions with our new party essentials for men! #HMMan  ,False,80,,2019-12-09 07:59:43,False,,1203947316174098433,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.69,0.322,0.0,0.678
260,Winter white never looked this good. Discover our gorgeous new knitwear! #HM #MomentsInBetween ,False,124,,2019-12-08 15:59:58,True,,1203705787329187842,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,9,False,False,,,0.8256,0.411,0.0,0.589
261,Our new party-inspired pieces have arrived  find your dinner party look today! #HM  ,False,114,,2019-12-08 10:59:50,False,,1203630256760016896,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.4574,0.187,0.0,0.813
262,"Dear Santa, please bring holiday hues to my beauty bag this Christmas! #HMBeauty  ",False,88,,2019-12-08 07:59:30,False,,1203584876559192064,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.8932,0.565,0.0,0.435
263,Combine classic plaids with elegant slip-on mules for an updated cosy vibe! #HM  ,False,110,,2019-12-07 15:59:32,False,,1203343290994712576,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.5255,0.22,0.0,0.78
264,The glittery party pieces you need for New Years have arrived! Our only advice: Dont hold back. #HM ,False,75,,2019-12-07 10:59:38,True,,1203267821377130496,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.4574,0.15,0.0,0.85
265,Maximise the cosy feel in the family with our new favourite winter warmers for kids! #HMKids  ,False,95,,2019-12-07 08:00:01,False,,1203222618645651456,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.3164,0.133,0.0,0.867
266,"Let's take a moment and talk about Shawn Mendes. You've heard his sweet chords before, you've maybe even been to on ",False,175,,2019-12-06 16:00:02,True,,1202981028341669888,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,49,False,False,,,0.4588,0.13,0.0,0.87
267,"Comfy, cosy and cushy  our new must-haves for the cold season have arrived! #HM  ",False,93,,2019-12-06 10:59:51,False,,1202905484816257030,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,16,False,False,,,0.0,0.0,0.0,1.0
268,Restock your hair accessories box with our new hair clips and decorative headbands! #HM  ,False,105,,2019-12-06 07:59:53,False,,1202860195124256768,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.0,0.0,0.0,1.0
269,"Sequins, rhinestones and glitter: Take inspiration from Giulia Tordini and wear it all at once! #HM ",False,91,,2019-12-05 16:00:03,True,,1202618647560249344,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,10,False,False,,,0.5707,0.198,0.0,0.802
270,Its only afterwards you know the moment was special. Share them with #HM and #MomentsInBetween. ,False,210,,2019-12-05 11:00:16,True,,1202543204094169090,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,46,False,False,,,0.5994,0.274,0.0,0.726
271,You've heard him: Now buy his tour merch. #PostMalone #HMMan  ,False,244,,2019-12-05 07:59:54,False,,1202497812379918336,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,49,False,False,,,0.0,0.0,0.0,1.0
272,"One shirt, endless possibilities! Get inspired how to elevate the classic white shirt, by our amazing Staff Style. ",False,90,,2019-12-04 15:59:43,True,,1202256175670140929,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,12,False,False,,,0.807,0.313,0.0,0.687
273,Found your go-to outfit for the upcoming holiday hangouts? Weve got some suggestions #HM #MomentsInBetween ,False,64,,2019-12-04 14:59:51,True,,1202241108346048512,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,7,False,False,,,0.4019,0.162,0.0,0.838
274,These dresses are a good option if all you can think about is summer! The Johanna Ortiz x H&amp;M pre-drop is out now  ,False,80,,2019-12-04 10:59:39,True,,1202180660863127556,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,15,False,False,,,0.4926,0.122,0.0,0.878
275,"Tina Kunakey, Gala González, Maria Borges and Jessica Gomes bring the Johanna Ortiz x H&amp;M dresses to life (and we l ",False,73,,2019-12-04 07:59:40,True,,1202135366519721985,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,11,False,False,,,0.4588,0.13,0.0,0.87
276,"Explore our latest arrivals for kids  discover shoes, sweaters and much more!  #HMKids ",False,88,,2019-12-03 15:59:41,False,,1201893778916696064,,"<a href=""https://prod1.sprinklr.com"" rel=""nofollow"">Sprinklr Publishing</a>",hm,14,False,False,,,0.0,0.0,0.0,1.0
