,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Compound,Positive,Negative,Neutral
1761,"Travelling in style is the only way for Nuria Val, who aces the in-transit look with a floor-sweeping boho dress, c ",False,170,,2018-07-03 13:00:06,True,,1014131670478356480,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,153,False,False,,,0.0,0.0,0.0,1.0
1762,#HMMagazine has selected this week's freshest finds!   ,False,193,,2018-07-03 09:00:02,False,,1014071256382132226,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,149,False,False,,,0.0,0.0,0.0,1.0
1763," GAME OVER with these Nintendo sliders only L12.99! <U+0001F3AE>
Shop exclusively online: 

#HMMan #Nintend",False,0,,2018-07-03 07:49:19,False,,1014053459329511424,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hm,187,True,False,,,0.0,0.0,0.0,1.0
1764,It's no secret that round is the it-shape of bags right now. Got yours yet? #HM ,False,239,,2018-07-01 11:49:31,False,,1013389133585240064,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,159,False,False,,,-0.296,0.0,0.128,0.872
1765,Who else needs this tropical-twist skirt? <U+0001F343> #HM ,False,316,,2018-06-30 16:00:03,False,,1013089791297179650,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,160,False,False,,,0.0,0.0,0.0,1.0
1766,"""I usually just bring a friend, some fruit and put my favourite music on. Then we'll eat and talk and sunbath all d ",False,192,,2018-06-30 07:00:04,True,,1012953902763913218,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,154,False,False,,,0.4939,0.127,0.0,0.873
1767,Sharks + sequins = totally JAWSOME! <U+0001F988>#HMKids ,False,168,,2018-06-29 16:00:01,False,,1012727397718818817,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,155,False,False,,,0.0,0.0,0.0,1.0
1768,Zigazig ah <U+0001F3A4> We are ready when you are <U+0001F336>+ Girl power 4-life <U+270C> ,False,152,,2018-06-29 11:44:18,False,,1012663042499325953,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hm,148,False,False,,,0.3612,0.161,0.0,0.839
1769,"Wearing crisp cotton, breezy linen and the season's cutest swimwear, Nuria Val is ready to explore the glittering C ",False,92,,2018-06-29 09:46:59,True,,1012633520781582336,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,143,False,False,,,0.743,0.27,0.0,0.73
1770,Who else needs this cosmic-coloured set in their life? #HMMan ,False,258,,2018-06-28 16:00:15,False,,1012365066887417856,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,168,False,False,,,0.0,0.0,0.0,1.0
1771," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,IAmDannelle,2018-06-28 15:44:04,False,1.0112558110692352e+18,1012360994444775424,36714260.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1772," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,IAmDannelle,2018-06-28 15:42:04,False,1.0112557567655526e+18,1012360491031769089,36714260.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1773,No pattern says summer more than florals! #HMMagazine has selected the best blooming fashion in stores now  perfec ,False,183,,2018-06-28 07:00:15,True,,1012229170355691520,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,153,False,False,,,0.5093,0.19,0.093,0.718
1774,"Dressed in the cutest swimwear and chicest summer looks, nine of our favourite girls went on a stylish island getaw ",False,108,,2018-06-27 16:00:23,True,,1012002711905144834,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,140,False,False,,,0.5859,0.167,0.0,0.833
1775,"This tee's asking all the right questions! <U+0001F606> #HM  
 ",False,254,,2018-06-27 11:00:04,False,,1011927136146460672,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,145,False,False,,,0.0,0.0,0.0,1.0
1776,"""My sunglasses, my phone, my jewellery."" #HMMagazine turned Nuria Val's strawbag-turned-carryon upside down only to ",False,153,,2018-06-27 08:00:04,True,,1011881838544080896,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,140,False,False,,,0.0,0.0,0.0,1.0
1777," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,manuelallan,2018-06-26 18:22:05,False,1.0112493109340979e+18,1011675986218438656,43347458.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1778," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,northernmagpie_,2018-06-26 18:20:06,False,1.0111554207596462e+18,1011675484378353664,3326431169.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1779,Looking for an instant outfit level-up? Turn to our new colourful sunnies. #HMMan ,False,179,,2018-06-26 16:00:13,False,,1011640282075541504,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,165,False,False,,,0.0,0.0,0.0,1.0
1780,Up and away! <U+0001F388> Relaxed silhouettes and airy fabrics now in store and at  #HM ,False,150,,2018-06-26 10:00:03,False,,1011549643149336578,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,162,False,False,,,0.5411,0.2,0.0,0.8
1781,"""My personal summer style is wearing a swimsuit underneath every outfit, because I want to be ready to jump in the ",False,144,,2018-06-26 07:00:15,True,,1011504395568205825,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,176,False,False,,,0.4215,0.167,0.0,0.833
1782, Hi there! We're very sorry to hear you had a bad experience with our hiring process! We would like t ,False,0,celinesweetee,2018-06-25 21:34:09,True,1.0112922130060124e+18,1011361933533040640,2856350728.0,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,0,False,False,,,-0.49,0.099,0.225,0.675
1783,"Easy-on, easy-off pieces that are just as easy to LOVE! #HM<U+0001F499>  ",False,197,,2018-06-25 15:00:03,False,,1011262751744946182,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,173,False,False,,,0.8452,0.474,0.0,0.526
1784,#HMMagazine has selected this week's freshest finds!  ,False,206,,2018-06-25 07:00:03,False,,1011141959195529218,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,167,False,False,,,0.0,0.0,0.0,1.0
1785,I said flip. Flop. Flippy to the flippity flip flip a flop and you don't stop. <U+0001F60E> #HMMan ,False,153,,2018-06-23 15:48:00,False,,1010550044775370761,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,157,False,False,,,-0.4427,0.087,0.221,0.692
1786,Heart shapes and sparkling accessories  can it get any better than this? <U+0001F63B> #HMKids ,False,218,,2018-06-23 15:47:01,False,,1010549796162039808,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,157,False,False,,,0.8519,0.437,0.0,0.563
1787," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,TALENTVILLAGE_,2018-06-22 18:12:05,False,1.006837352206078e+18,1010223915510222849,2238475238.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1788," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,vaibhavtalwar,2018-06-22 18:10:06,False,9.971267745459282e+17,1010223416794910723,106745070.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1789,"Ice cream coloured shirts? Make sure to take a scoop, cuz this is the hottest trend right now. <U+0001F44A><U+0001F3FC> #HMMan ",False,205,,2018-06-22 15:45:00,False,,1010186903335899137,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,174,False,False,,,0.4404,0.178,0.0,0.822
1790," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,KinaaSmallss,2018-06-21 19:36:08,False,1.0094407353371689e+18,1009882682535370752,146128191.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1791,Get ready to see this summer's dreamiest destinations (and cutest outfits) through the eyes of Nuria Val! During fo ,False,157,,2018-06-21 15:32:06,True,,1009821267761991681,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,156,False,False,,,0.7644,0.279,0.0,0.721
1792," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,TALENTVILLAGE_,2018-06-21 14:04:06,False,1.0091651917943644e+18,1009799119966212097,2238475238.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1793,Who said bags need to cost more than rent? <U+0001F937><U+0001F3FB><U+200D>+<U+FE0F>#HM ,False,419,,2018-06-21 08:00:00,False,,1009707492316606464,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,178,False,False,,,0.0,0.0,0.0,1.0
1794,"  Halo, terima kasih atas ketertarikan kamu pada produk-produk H&amp;M. Follow terus social media H&amp;M Indone ",False,0,gurunzahana,2018-06-21 07:21:54,True,1.0065812809541509e+18,1009697904485904384,1850730674.0,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,0,False,False,,,0.0,0.0,0.0,1.0
1795," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,vaibhavtalwar,2018-06-20 19:10:06,False,9.970492229930967e+17,1009513741153701889,106745070.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1796," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,JadoreFashions,2018-06-20 19:08:06,False,1.0051199489250877e+18,1009513239032496128,44624507.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1797," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,CindyD_Oficial,2018-06-20 19:06:06,False,1.0073194121338102e+18,1009512732960358401,575735707.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1798,"Blue, red, white... Which one to pick today? <U+0001F914> #HMMan ",False,257,,2018-06-20 15:43:00,False,,1009461622828511232,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,164,False,False,,,0.0,0.0,0.0,1.0
1799," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,diannapiedra,2018-06-20 13:50:05,False,9.998298664081695e+17,1009433208004411394,65537387.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1800," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,maickel1979,2018-06-20 13:48:05,False,1.002960111483138e+18,1009432705132584962,146053497.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1801," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,TALENTVILLAGE_,2018-06-20 13:46:07,False,1.0057439072279962e+18,1009432207218413568,2238475238.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1802," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,mlfashionblog,2018-06-20 13:44:05,False,1.0073939630310605e+18,1009431698080231425,8.666697838944133e+17,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1803," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,TALENTVILLAGE_,2018-06-20 13:42:06,False,1.0073570425359278e+18,1009431196609196033,2238475238.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1804," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,6,Harriet_webbo,2018-06-20 13:40:06,False,1.0088150899679478e+18,1009430692546129921,8.670481977299436e+17,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,1,False,False,,,0.8955,0.418,0.0,0.582
1805,"Chic! Relaxed! Modern!"" Our latest limited-edition collection 'Bonjour Paris!' celebrates the best of French style ",False,124,,2018-06-20 07:00:02,True,,1009330015870291968,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,142,False,False,,,0.9227,0.506,0.0,0.494
1806," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,WindsorYards,2018-06-19 23:52:06,False,1.0043167299154452e+18,1009222319515013123,2351963244.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1807," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,DanTyP83,2018-06-19 18:22:06,False,1.0073117378954732e+18,1009139272320995329,241490508.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1808," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,walkinwondrland,2018-06-19 18:20:05,False,9.994132372748739e+17,1009138768538988546,265772703.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1809," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,Mathieu_Era,2018-06-19 18:18:07,False,9.997697674843423e+17,1009138269618098183,1064042478.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1810," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,cocobassey,2018-06-19 18:16:08,False,1.001203783345492e+18,1009137773998149634,252330820.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1811," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,2,NoelleBlog,2018-06-19 18:14:05,False,1.0020300999931904e+18,1009137258363006976,322980023.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1812," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,teuchterlife,2018-06-19 18:12:06,False,1.0057488516245094e+18,1009136756531310593,3687325816.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1813," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,glamouraspirit,2018-06-19 18:10:07,False,1.0058889193494979e+18,1009136258302529536,3305809620.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1814," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,northernmagpie_,2018-06-19 18:08:06,False,1.0058706102983434e+18,1009135750514962432,3326431169.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1815," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,1,RaysaGarcia7,2018-06-19 18:06:08,False,1.0073370799305441e+18,1009135254353956864,3301369697.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1816,Show off your inner retro queen  turn to high waist bikinis! #HM ,False,282,,2018-06-19 15:28:03,False,,1009095471493722113,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,188,False,False,,,0.0,0.0,0.0,1.0
1817,Our online editor has hand-picked this week's best new items. Check out the edit on #HMMagazine ,False,259,,2018-06-19 07:00:03,True,,1008967631083327488,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,184,False,False,,,0.6369,0.219,0.0,0.781
1818,Relaxed silhouettes and cool-girl accessories make for the perfect boho look. <U+0001F54A> #HM ,False,297,,2018-06-18 15:24:04,False,,1008732084683321345,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,193,False,False,,,0.7845,0.385,0.0,0.615
1819,"Bring flowers wherever you go in these floral-print pants, now available in store and at  ",False,103,,2018-06-18 08:00:01,True,,1008620332981211137,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,177,False,False,,,0.0,0.0,0.0,1.0
1820,Keep it simple this summer in peaceful pastels &amp; soft details. <U+270C><U+FE0F> #HMMan  ,False,287,,2018-06-16 15:47:00,False,,1008013078590578693,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,204,False,False,,,0.4939,0.211,0.0,0.789
1821,Are you ready for a swim? Shop our selection of swim shorts in store and at  #HMMan  ,False,162,,2018-06-15 07:00:01,False,,1007518070158647298,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,182,False,False,,,0.3612,0.135,0.0,0.865
1822,Did you know that our aim is to only use cotton from sustainable sources by 2020? Embrace the future with these T-s ,False,113,,2018-06-14 15:00:02,True,,1007276484690661378,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,172,False,False,,,0.3182,0.099,0.0,0.901
1823,Spending summer in the city? Here's what you should wear #HMMagazine ,False,200,,2018-06-14 07:00:02,False,,1007155688479522816,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,182,False,False,,,0.0,0.0,0.0,1.0
1824,Ready for football fever?! <U+0001F30D><U+0001F3C6><U+26BD><U+FE0F><U+0001F44C> #HM  ,False,275,,2018-06-13 15:00:00,False,,1006914086985089025,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,202,False,False,,,0.4199,0.358,0.0,0.642
1825,This braided vacay-bag is full of stripy secrets and we love it! #HM  ,False,151,,2018-06-12 15:00:01,False,,1006551703074701312,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,174,False,False,,,0.6696,0.272,0.0,0.728
1826,Summer plans? Having lots and lots of fun! #HM  ,False,118,,2018-06-12 10:00:00,False,,1006476201484079106,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,131,False,False,,,0.5562,0.31,0.0,0.69
1827,"Are you a monogamous eyeshadow lover or do you prefer an open relationship? With our latest eye shadow cravings, fr ",False,140,,2018-06-12 07:00:00,True,,1006430902526738432,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,126,False,False,,,0.5859,0.167,0.0,0.833
1828,Did you know that 10% of the sales price of each item from our Love for All collection will support the UN Free &amp; E ,False,151,,2018-06-11 15:00:55,True,,1006189543412977667,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,137,False,False,,,0.8807,0.317,0.0,0.683
1829,"YASSS! Sun is out! Have you got your wardrobe sorted? Shop now, in store and at  #HM ",False,90,,2018-06-11 10:00:01,False,,1006113816713703424,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,137,False,False,,,0.0,0.0,0.0,1.0
1830,Our online editor has hand-picked this week's best new items. Check out the edit on #HMMagazine ,False,219,,2018-06-11 07:00:03,False,,1006068526602444800,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,139,False,False,,,0.6369,0.219,0.0,0.781
1831,"Cute straw bags, fun sandals and eye-catching jewellery! See how to wear summer's best accessories like sister duo ",False,206,,2018-06-10 15:00:48,True,,1005827124698189824,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,148,False,False,,,0.923,0.487,0.0,0.513
1832,Put the finishing touch to your office look with these earrings and create a true summer vibe! #HM ,False,126,,2018-06-10 07:00:46,True,,1005706321415622657,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,136,False,False,,,0.636,0.245,0.0,0.755
1833,I mean who doesn't love a top-to-toe red look? #HM  ,False,184,,2018-06-09 15:00:01,False,,1005464539972980738,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,132,False,False,,,-0.5216,0.0,0.272,0.728
1834,"Sweaters for cooler summer days, in soft mellow colours, can now be found in store, at  and ",False,220,,2018-06-09 10:00:04,True,,1005389054626713600,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,129,False,False,,,0.0,0.0,0.0,1.0
1835,"You can't go wrong with a <U+0001F334>. Great summer looks, now in store and at  #HM #HMMan ",False,102,,2018-06-09 07:00:06,False,,1005343763500294144,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,130,False,False,,,0.7687,0.307,0.0,0.693
1836,Sponges are your makeup's best friend! Learn the best ways to use them and find your favourite on #HMMagazine! ,False,81,,2018-06-08 15:00:00,True,,1005102148302954501,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,136,False,False,,,0.9214,0.432,0.0,0.568
1837,Black or white  which pair of heels do you prefer for this look? Find all the styles in store and at ,False,241,,2018-06-08 10:00:41,True,,1005026821459644416,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,143,False,False,,,0.0,0.0,0.0,1.0
1838,"Never stop playing! <U+0001F36D> The season's new, playful and lovable looks are now in store and at  ",False,92,,2018-06-08 07:00:06,True,,1004981376091815936,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,135,False,False,,,0.817,0.384,0.067,0.549
1839,"Moments under the sun. <U+0001F49B> New, lovable summer styles are now in store and at  #HM ",False,106,,2018-06-07 15:00:00,False,,1004739759892201472,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,140,False,False,,,0.6124,0.211,0.0,0.789
1840,(From) many tanks to great tees  update your wardrobe with new basic styles in store and at ,False,170,,2018-06-07 10:00:47,True,,1004664459158269952,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,138,False,False,,,0.6249,0.194,0.0,0.806
1841,"Hello, summer mood! Shop our latest Divided drop in store and at  #HM ",False,81,,2018-06-07 07:00:00,False,,1004618962980802561,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,128,False,False,,,-0.3382,0.0,0.166,0.834
1842,"Who else is feeling tropical this season? Summer is finally here, and we're celebrating with lots of colours and fl ",False,106,,2018-06-06 15:00:00,True,,1004377372764745729,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,123,False,False,,,0.6369,0.224,0.0,0.776
1843," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,0,girltalkwith,2018-06-06 14:00:05,False,1.0032224683482726e+18,1004362293881294848,201902479.0,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1844," Brilliant pic! Wed love to feature your photo, just reply with #YesHM to agree to Terms of use: ",False,2,hoodiehighheels,2018-06-06 13:58:05,False,1.0003750331879834e+18,1004361790048915457,9.257067483668726e+17,"<a href=""https://www.olapic.com"" rel=""nofollow"">Photorank App</a>",hm,0,False,False,,,0.8955,0.418,0.0,0.582
1845,If you're getting one pair of shoes for your little angel  make them sparkle. Find these sequin espadrillos in sto ,False,258,,2018-06-06 10:00:00,True,,1004301875636817923,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,138,False,False,,,0.4215,0.123,0.0,0.877
1846,"Effortlessly stylish. Shop now, in store and at  #HM ",False,113,,2018-06-06 07:00:06,False,,1004256599794470912,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,124,False,False,,,0.0,0.0,0.0,1.0
1847,H&amp;M Foundation proudly supports refugee education and #TEDxKakumaCamp as part of an ongoing collaboration with UNHC ,False,160,,2018-06-05 12:10:54,True,,1003972430405267456,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hm,63,False,False,,,0.7269,0.303,0.0,0.697
1848,Turn to bold colours this summer. <U+0001F49B> #HM  ,False,99,,2018-06-05 10:00:00,False,,1003939486613422080,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,120,False,False,,,0.3818,0.271,0.0,0.729
1849,With new looks come new straw hats  bring them all to your next vacay. Shop in store and at ,False,107,,2018-06-05 07:00:03,True,,1003894201996726272,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,118,False,False,,,0.0,0.0,0.0,1.0
1850,"  Halo, mohon maaf koleksi ini tidak tersedia di H&amp;M Indonesia",False,0,PurbaW,2018-06-05 03:24:48,False,1.0024551094967992e+18,1003840030933245953,19488526.0,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,0,False,False,,,0.0,0.0,0.0,1.0
1851,Looking for a wardrobe quick-fix? Find the best of the best from this week's drop here #HMMagazine ,False,163,,2018-06-04 15:00:15,True,,1003652657398108161,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,112,False,False,,,0.8074,0.343,0.086,0.571
1852,We adore this A-line evening dress from our new summer collection. Try it on in store and shop at ,False,451,,2018-06-04 08:00:04,True,,1003546918327332864,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,136,False,False,,,0.5574,0.167,0.0,0.833
1853,. in action! <U+0001F3A5> Go to  to see the full story! #HMSport ,False,115,,2018-06-03 16:00:00,False,,1003305307840237569,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,110,False,False,,,0.0,0.0,0.0,1.0
1854,"Hit the city streets in absolute style. Printed tees, cool headwear and casual wardrobe staples  now in store and ",False,133,,2018-06-03 15:03:50,True,,1003291172427714561,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,122,False,False,,,0.4767,0.186,0.0,0.814
1855,"Mint, strawberry or vanilla? <U+F366>Get all the sweetest ice-cream looks for your little loves  in store and at ",False,209,,2018-06-03 08:00:04,True,,1003184528125554688,,"<a href=""http://adobe.com"" rel=""nofollow"">Adobe® Social</a>",hm,119,False,False,,,0.5279,0.159,0.0,0.841
1856,It's always a good idea to match your accessories with the sun. #HM  ,False,212,,2018-06-03 07:00:00,False,,1003169412524851201,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",hm,121,False,False,,,0.4404,0.195,0.0,0.805
