"0.800597","0.199403",1
"0.214748","0.785252",24
"0.999955","0.000045",4
"1.000000","0.000000",7
"0.587819","0.412181",1
"0.998731","0.001269",7
"0.998561","0.001439",19
"0.911516","0.088484",19
"0.000004","0.999997",17
"0.120814","0.879186",4
"0.000149","0.999851",12
"0.952060","0.047940",21
"1.000000","0.000000",19
"0.791124","0.208876",15
"1.000000","0.000000",25
"0.000058","0.999942",26
"0.999897","0.000103",22
"0.834391","0.165609",25
"0.050144","0.949856",23
"0.952226","0.047774",20
"0.999994","0.000006",14
"1.000000","0.000000",13
"0.118671","0.881329",23
"0.034478","0.965522",18
"0.996931","0.003069",19
"0.676939","0.323061",29
"0.022853","0.977147",21
"0.813712","0.186288",14
"1.000000","0.000000",12
"0.999877","0.000123",21
"0.483981","0.516019",5
"1.000000","0.000000",22
"0.986354","0.013646",24
"0.999969","0.000031",17
"0.000478","0.999522",13
"1.000000","0.000000",10
"0.017062","0.982938",4
"0.000004","0.999996",18
"1.000000","0.000000",23
"1.000000","0.000000",14
"0.999978","0.000022",22
"0.000009","0.999991",18
"0.999973","0.000027",19
"0.166308","0.833692",20
"0.000039","0.999961",21
"1.000000","0.000000",23
"0.034841","0.965159",20
"0.948592","0.051408",19
"0.670249","0.329751",19
"1.000000","0.000000",22
"0.045676","0.954324",21
"0.998725","0.001275",19
"0.000007","0.999993",14
"0.727029","0.272971",22
"0.999990","0.000010",15
"0.403651","0.596349",25
"0.927777","0.072223",26
"1.000000","0.000000",7
"0.999991","0.000009",30
"0.000031","0.999969",20
"0.999283","0.000717",18
"1.000000","0.000000",21
"1.000000","0.000000",18
"1.000000","0.000000",23
"0.000000","1.000000",18
"0.080441","0.919559",20
"0.870019","0.129981",22
"0.937775","0.062225",19
"0.999941","0.000059",24
"0.999902","0.000098",22
"0.995317","0.004683",16
"0.999997","0.000003",18
"0.999909","0.000091",20
"0.968414","0.031586",17
"0.000046","0.999954",18
"0.000819","0.999181",19
"0.000010","0.999990",22
"0.987363","0.012637",14
"0.018067","0.981933",22
"0.000004","0.999996",22
"0.000000","1.000000",11
"0.996468","0.003532",4
"1.000000","0.000000",20
"0.000000","1.000000",13
"1.000000","0.000000",21
"0.587819","0.412181",1
"0.000001","0.999999",18
"0.004952","0.995048",21
"0.220961","0.779039",13
"1.000000","0.000000",20
"0.007652","0.992348",22
"0.000185","0.999815",19
"0.000002","0.999998",23
"0.001063","0.998937",23
"1.000000","0.000000",20
"0.003155","0.996845",6
"1.000000","0.000000",21
"0.999738","0.000262",8
"0.062699","0.937301",26
"1.000000","0.000000",20
"0.984827","0.015173",9
"1.000000","0.000000",22
"0.999575","0.000425",17
"0.002005","0.997995",15
"0.999915","0.000085",5
"0.999356","0.000644",17
"0.999894","0.000106",17
"1.000000","0.000000",23
"0.000000","1.000000",10
"0.995854","0.004146",23
"1.000000","0.000000",24
"1.000000","0.000000",15
"1.000000","0.000000",21
"0.009445","0.990555",20
"0.381786","0.618214",21
"1.000000","0.000000",23
"0.000000","1.000000",17
"1.000000","0.000000",15
"0.999987","0.000013",17
"0.000436","0.999564",22
"0.999685","0.000315",17
"0.207410","0.792589",22
"1.000000","0.000000",25
"0.850048","0.149952",3
"1.000000","0.000000",24
"0.000431","0.999569",20
"1.000000","0.000000",25
"0.996450","0.003550",13
"0.999999","0.000001",24
"0.999890","0.000110",23
"0.999925","0.000074",20
"0.000243","0.999757",20
"0.985645","0.014355",24
"0.094668","0.905332",6
"0.999849","0.000151",21
"0.000003","0.999997",21
"0.999998","0.000002",18
"0.987430","0.012570",22
"0.936953","0.063047",11
"0.110679","0.889321",15
"0.677378","0.322622",16
"0.997446","0.002554",19
"0.999962","0.000038",16
"0.001166","0.998834",15
"0.996874","0.003126",19
"1.000000","0.000000",22
"0.000001","0.999999",3
"0.999991","0.000009",4
"0.999756","0.000244",21
"1.000000","0.000000",18
"1.000000","0.000000",18
"0.001078","0.998922",20
"0.983042","0.016958",21
"0.999988","0.000012",21
"0.973138","0.026862",23
"1.000000","0.000000",18
"0.465349","0.534651",2
"0.928827","0.071173",22
"1.000000","0.000000",18
"0.999829","0.000171",21
"1.000000","0.000000",21
"0.994581","0.005419",21
"0.004597","0.995403",21
"1.000000","0.000001",22
"1.000000","0.000000",23
"0.069664","0.930336",20
"0.000000","1.000000",10
"0.000023","0.999977",11
"0.999520","0.000480",17
"0.967490","0.032509",24
"0.999976","0.000024",21
"0.000000","1.000000",12
"0.319327","0.680673",12
"0.064109","0.935891",11
"0.976140","0.023860",22
"0.115320","0.884680",14
"0.000001","0.999999",11
"0.036653","0.963347",12
"0.000343","0.999657",10
"0.000023","0.999977",13
"0.000173","0.999827",10
"0.999863","0.000137",25
"0.010047","0.989953",23
"0.999708","0.000292",22
"0.000016","0.999984",20
"0.584888","0.415112",20
"0.000146","0.999854",10
"0.002841","0.997159",24
"0.999999","0.000001",24
"0.999951","0.000049",14
"0.994689","0.005311",20
"0.556861","0.443139",20
"0.000009","0.999991",4
"0.378065","0.621935",4
"0.999998","0.000002",20
"0.029221","0.970779",4
"0.827654","0.172346",21
"0.999999","0.000001",19
"0.998414","0.001586",26
"0.000000","1.000000",11
"0.945849","0.054151",7
"0.311049","0.688951",19
"0.013579","0.986421",25
"0.000061","0.999939",29
"0.001385","0.998615",24
"0.999826","0.000175",21
"1.000000","0.000000",26
"0.999963","0.000037",14
"0.000000","1.000000",20
"0.003270","0.996730",10
"0.518401","0.481599",2
"1.000000","0.000000",28
"0.000123","0.999877",12
"0.999998","0.000002",16
"0.999998","0.000002",27
"0.838423","0.161577",23
"1.000000","0.000000",7
"0.999999","0.000001",20
"0.996075","0.003925",19
"0.120330","0.879671",11
"0.463332","0.536668",2
"1.000000","0.000000",9
"0.999946","0.000054",6
"1.000000","0.000000",14
"0.000062","0.999938",19
"0.999478","0.000522",25
"0.000001","0.999999",19
"0.107433","0.892567",21
"0.000000","1.000000",4
"0.590951","0.409049",3
"0.515393","0.484607",20
"0.004932","0.995068",20
"0.999928","0.000072",24
"0.799329","0.200672",5
"0.547285","0.452715",18
"0.000001","0.999999",21
"0.993486","0.006514",17
"0.058293","0.941707",3
"1.000000","0.000000",18
"0.999986","0.000014",21
"1.000000","0.000000",10
"0.999989","0.000011",14
"0.999955","0.000045",9
"1.000000","0.000000",24
"0.495154","0.504846",7
"0.999996","0.000004",20
"0.999064","0.000936",9
"0.999804","0.000196",21
"1.000000","0.000000",20
"0.999976","0.000024",20
"0.896192","0.103808",17
"0.000000","1.000000",20
"0.000674","0.999326",21
"0.519560","0.480440",21
"0.999984","0.000016",19
"0.999681","0.000319",21
"0.992650","0.007350",21
"0.995292","0.004708",26
"0.972076","0.027924",21
"1.000000","0.000000",26
"0.999960","0.000040",9
"0.999999","0.000001",26
"0.999970","0.000030",14
"0.000117","0.999883",26
"0.985594","0.014406",4
"1.000000","0.000000",23
"0.000057","0.999943",22
"0.995219","0.004781",17
"0.000000","1.000000",9
"1.000000","0.000000",8
"0.999954","0.000046",3
"0.000520","0.999480",21
"1.000000","0.000000",24
"1.000000","0.000000",20
"0.343954","0.656046",22
"0.000138","0.999862",21
"0.999896","0.000104",19
"0.813810","0.186190",2
"1.000000","0.000000",4
"0.999930","0.000070",24
"0.000955","0.999045",15
"0.963183","0.036817",18
"1.000000","0.000000",30
"0.999963","0.000037",24
"1.000000","0.000000",21
"1.000000","0.000000",22
"0.985351","0.014649",3
"0.999999","0.000001",8
"0.828278","0.171722",18
"0.999786","0.000214",9
"0.946209","0.053791",5
"0.989539","0.010461",23
"0.000350","0.999650",16
"0.999960","0.000040",4
"0.999980","0.000020",24
"0.999999","0.000001",17
"0.000148","0.999852",13
"0.998196","0.001804",5
"0.000002","0.999998",16
"0.000005","0.999995",6
"0.999967","0.000033",20
"0.964846","0.035154",18
"0.330634","0.669366",5
"1.000000","0.000000",20
"0.843818","0.156182",4
"0.496576","0.503424",24
"0.993803","0.006197",22
"1.000000","0.000000",20
"0.032914","0.967086",21
"0.001197","0.998803",22
"1.000000","0.000000",22
"0.000494","0.999506",19
"0.990816","0.009184",17
"0.999996","0.000004",8
"1.000000","0.000000",18
"0.999993","0.000007",15
"0.999997","0.000003",10
"0.002729","0.997271",20
"1.000000","0.000000",22
"0.992614","0.007386",24
"0.999968","0.000032",22
"0.999916","0.000084",24
"0.059404","0.940596",20
"1.000000","0.000000",22
"0.997426","0.002574",9
"0.999467","0.000533",20
"0.999107","0.000893",20
"1.000000","0.000000",20
"0.999699","0.000301",17
"0.999983","0.000017",7
"0.014663","0.985337",24
"1.000000","0.000000",21
"1.000000","0.000000",18
"0.732826","0.267174",11
"0.012512","0.987489",6
"1.000000","0.000000",22
"0.090120","0.909880",8
"0.000002","0.999998",6
"1.000000","0.000000",12
"0.000000","1.000000",23
"0.999995","0.000005",23
"0.401103","0.598897",21
"0.209793","0.790206",11
"1.000000","0.000000",22
"0.932104","0.067896",19
"0.998122","0.001878",7
"1.000000","0.000000",12
"0.003966","0.996034",11
"0.000098","0.999902",8
"1.000000","0.000000",21
"0.217323","0.782677",16
"0.916447","0.083553",12
"1.000000","0.000000",10
"0.997158","0.002842",15
"0.000000","1.000000",7
"0.001176","0.998824",22
"0.015235","0.984765",23
"0.771478","0.228522",3
"0.391101","0.608899",10
"0.018326","0.981674",6
"0.712228","0.287772",8
"0.000883","0.999117",19
"1.000000","0.000000",15
"0.000011","0.999989",15
"1.000000","0.000000",19
"0.004202","0.995798",19
"0.999902","0.000098",4
"0.100784","0.899216",29
"0.221478","0.778522",17
"0.999610","0.000390",7
"1.000000","0.000000",21
"0.977421","0.022579",16
"0.999938","0.000062",20
"0.152621","0.847378",20
"1.000000","0.000000",25
"0.000049","0.999951",12
"0.992322","0.007679",17
"0.459927","0.540073",8
"0.000000","1.000000",23
"1.000000","0.000000",25
"1.000000","0.000000",21
"0.439784","0.560216",20
"1.000000","0.000000",20
"0.000053","0.999947",24
"1.000000","0.000000",25
"1.000000","0.000000",22
"0.999998","0.000002",7
"1.000000","0.000000",21
"0.007028","0.992972",24
"0.000002","0.999998",20
"1.000000","0.000000",7
"1.000000","0.000000",19
"0.000002","0.999998",23
"0.903219","0.096781",23
"0.899430","0.100570",20
"0.508345","0.491655",20
"1.000000","0.000000",8
"0.999380","0.000620",9
"1.000000","0.000000",10
"0.899751","0.100249",22
"0.000001","0.999999",6
"0.021911","0.978089",8
"0.409476","0.590524",3
"0.035578","0.964422",3
"0.982716","0.017284",19
"0.007655","0.992345",20
"0.518401","0.481599",2
"0.999815","0.000185",25
"1.000000","0.000000",20
"1.000000","0.000000",22
"0.000300","0.999700",24
"0.000647","0.999353",18
"0.745700","0.254300",19
"1.000000","0.000000",19
"1.000000","0.000000",20
"0.992276","0.007724",21
"0.999999","0.000001",15
"1.000000","0.000000",10
"0.996995","0.003005",5
"0.999747","0.000253",16
"0.113131","0.886869",17
"1.000000","0.000000",18
"1.000000","0.000000",18
"0.357745","0.642255",20
"0.836789","0.163211",19
"0.991972","0.008028",22
"0.999999","0.000001",16
"0.999823","0.000177",4
"0.000000","1.000000",22
"0.999997","0.000003",28
"0.000553","0.999447",27
"0.117430","0.882570",6
"0.063962","0.936038",19
"0.003895","0.996105",7
"1.000000","0.000000",23
"1.000000","0.000000",26
"0.000039","0.999961",19
"0.999999","0.000001",16
"0.999387","0.000613",24
"0.999982","0.000018",23
"0.999983","0.000017",22
"0.973162","0.026838",18
"0.015351","0.984649",20
"0.999838","0.000161",19
"0.999980","0.000020",26
"0.998514","0.001486",18
"0.000450","0.999550",22
"1.000000","0.000000",18
"0.943484","0.056516",22
"0.009306","0.990694",22
"0.143335","0.856665",23
"1.000000","0.000000",16
"0.041672","0.958328",20
"0.991372","0.008628",19
"1.000000","0.000000",15
"1.000000","0.000000",23
"0.000005","0.999995",28
"1.000000","0.000000",17
"0.004439","0.995561",22
"1.000000","0.000000",23
